transaction_id,customer_id,username,email,timestamp,channel,amount_src,new_device,ip_country,location_mismatch,ip_risk_score,kyc_tier,account_age_days,device_trust_score,chargeback_history_count,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,is_fraud
396dfcc2-9911-412f-b501-7785f808cc79,402cccc9-28de-45b3-9af7-cc5302aa1f93,Zin Mya,zin.mya444@protonmail.com,2023-10-06 05:09:37.468549+00:00,web,274.22,False,us,False,0.259,standard,263,0.522,0,0.223,0,0,0.25,0
206379a7-8c4f-4ea4-a900-f87f72492eda,23d9943d-57b1-42eb-9ef2-05eed7fd1957,Han Swe,han.swe106@outlook.com,2025-04-02 06:43:50.468549+00:00,web,189.36,False,uk,False,0.236,standard,718,0.953,0,0.169,0,1,0.0,0
48974a0c-9185-4ddd-a030-7fecee549cfd,402cccc9-28de-45b3-9af7-cc5302aa1f93,Kaung Kyaw,kaung.kyaw685@mail.com,2024-09-14 17:45:19.468549+00:00,mobile,351.33,False,uk,True,0.313,standard,263,0.522,0,0.223,0,1,0.0,0
84e246c0-27c4-4678-81bc-c236c981f5ff,402cccc9-28de-45b3-9af7-cc5302aa1f93,Su Win,su.win466@protonmail.com,2024-07-30 00:27:59.468549+00:00,mobile,67.87,False,us,False,0.239,standard,263,0.522,0,0.223,0,1,0.25,0
b35dfa18-ed7a-40b1-b75b-1d78a4fa8378,7bd5200c-5d19-44f0-9afe-8b339a05366b,Cho Oo,cho.oo348@ymail.com,2023-06-04 23:07:27.468549+00:00,mobile,50.92,False,us,False,0.129,standard,147,0.551,0,0.391,0,0,0.0,0
noise-0163,cust_noise-0163,Kaung Ko,kaung.ko926@gmail.com,2024-07-01 22:06:48.468549+00:00,mobile,3763.4835393496146,False,ca,True,0.74,standard,1016,0.944,0,0.5914786352138071,6,0,0.1,0
16d9f0c7-b1fd-4128-a09f-7b53dcd13b47,402cccc9-28de-45b3-9af7-cc5302aa1f93,Maung Mya,maung.mya976@ymail.com,2025-09-11 08:53:39.468549+00:00,mobile,392.17,False,us,False,0.381,standard,263,0.522,0,0.223,0,0,0.2,0
6e3c0c54-3c84-4745-a285-a4f8af878f42,402cccc9-28de-45b3-9af7-cc5302aa1f93,Cho Khaing,cho.khaing109@gmail.com,2023-02-02 03:41:04.468549+00:00,mobile,25.87,False,us,False,0.139,standard,263,0.522,0,0.223,0,0,0.1,0
d57cb92c-ab62-4692-8528-320bc1b831a4,70a93d26-8e3a-4179-900c-a4a7a74d08e5,Htun Htun,htun.htun933@gmail.com,2024-01-28 02:29:51.468549+00:00,web,518.33,False,us,False,0.452,enhanced,257,0.894,0,0.257,0,0,0.0,0
653bec24-081d-4049-9c0e-656979c5328b,05e9b3f4-48d5-4f99-b5a5-8b55bbdeb4d2,Myo Htet,myo.htet798@gmail.com,2023-10-31 15:18:49.468549+00:00,web,115.77,False,ca,True,0.686,standard,657,0.585,0,0.155,4,4,0.0,0
0aca1bac-7593-4c72-b5d7-325d984942cc,7bd5200c-5d19-44f0-9afe-8b339a05366b,Nan Myo,nan.myo557@ymail.com,2023-05-22 17:47:12.468549+00:00,web,369.04,False,us,False,0.833,standard,147,0.551,0,0.391,0,2,0.1,0
af9502b9-6f77-471f-a173-528118a5f715,402cccc9-28de-45b3-9af7-cc5302aa1f93,Phyo Zaw Ni,phyo.zawni843@gmail.com,2024-05-28 00:26:09.468549+00:00,mobile,75.37,False,us,False,0.408,standard,263,0.522,0,0.223,0,0,0.1,0
72dc1174-a9b3-4497-b0fc-63791b9706f0,af8ca4c4-8703-4c55-b66c-2b76cd70040d,Aye Hein,aye.hein157@outlook.com,2023-10-13 04:21:44.468549+00:00,mobile,41.3,False,us,False,0.37,standard,1018,0.934,0,0.087,0,0,0.0,0
dbc3c0c0-d85f-49f8-8733-f4f7c8e41a26,402cccc9-28de-45b3-9af7-cc5302aa1f93,May Aung,may.aung738@outlook.com,2024-02-20 03:24:55.468549+00:00,atm,58.19,False,us,False,0.026,standard,263,0.522,0,0.223,0,0,0.1,0
8178063b-6023-41ac-9be7-096d6cf51035,7bd5200c-5d19-44f0-9afe-8b339a05366b,Thet Thu,thet.thu618@gmail.com,2023-09-12 04:36:33.468549+00:00,web,182.03,False,us,False,0.149,standard,147,0.551,0,0.391,0,0,0.25,0
94f44723-0a1b-4e8a-b93e-9ce1206e4b7b,402cccc9-28de-45b3-9af7-cc5302aa1f93,Khin Aung,khin.aung427@protonmail.com,2024-05-23 10:21:09.468549+00:00,mobile,9995.73,False,us,False,0.185,standard,263,0.522,0,0.223,0,0,0.0,0
c49011cb-a61e-457a-a01d-0874bd4f757b,7bd5200c-5d19-44f0-9afe-8b339a05366b,Soe Sandar Zaw Ni,soesandar.zawni823@protonmail.com,2025-02-25 09:09:20.468549+00:00,web,157.03,False,us,False,0.094,standard,147,0.551,0,0.391,0,0,0.0,0
76feb2c6-e213-4b08-9d59-b472749098f0,402cccc9-28de-45b3-9af7-cc5302aa1f93,Ei Nyunt,ei.nyunt13@ymail.com,2022-10-22 00:04:34.468549+00:00,mobile,141.72,False,us,False,0.413,standard,263,0.522,0,0.223,0,0,0.0,0
cd6312ea-c11e-41ee-8a35-30b1a12db182,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,Wai Yan Soe,waiyan.soe730@protonmail.com,2025-08-27 12:51:56.468549+00:00,mobile,96.98,False,uk,False,0.642,standard,4,0.892,0,0.407,0,0,0.05,0
7cdf45be-b4d1-4b3c-8c3c-04fb93e7a44c,d71c91b4-fee8-4104-9856-a5c6109a62e3,Su Lwin,su.lwin854@gmail.com,2022-12-02 08:47:59.468549+00:00,mobile,176.77,False,us,False,0.37,standard,298,0.336,0,0.166,0,0,0.0,0
c38614b0-1396-4345-b143-01e5e30fb610,140d2232-ee97-4934-81aa-9e5c323d7c6f,Hla Wai,hla.wai60@ymail.com,2025-06-25 02:52:09.468549+00:00,web,865.71,False,ca,False,0.199,low,824,0.607,0,0.282,0,0,0.0,0
125a2c9c-3ed9-46b5-863b-2c8ec8aec2fd,70a93d26-8e3a-4179-900c-a4a7a74d08e5,Shwe Myo,shwe.myo811@outlook.com,2023-04-29 22:42:44.468549+00:00,web,114.42,False,us,False,0.192,enhanced,257,0.894,0,0.257,0,0,0.0,0
24ef1bbe-2b9f-4938-afa4-f5740698d9f3,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,Khin Ko,khin.ko978@ymail.com,2024-05-23 11:12:44.468549+00:00,mobile,127.85,False,uk,False,0.156,standrd,4,0.892,0,0.407,0,0,0.0,0
synth-0425,cust_synth-0425,Shwe Nyunt,shwe.nyunt447@outlook.com,2023-05-30 08:11:46.468549+00:00,atm,1654.8538296325153,True,uk,False,0.46586793206968835,standard,1,0.4439543660223977,1,0.6585375164715843,7,19,0.5958358977311474,1
6f673f53-f83d-48f6-8cf6-6268f49cff6a,bf818924-c43b-4e91-8dd4-fbb71d30833a,Lin Thu,lin.thu376@gmail.com,2024-06-27 14:13:41.468549+00:00,mobile,90.36,False,ca,True,0.279,standard,830,0.799,0,0.102,0,0,0.0,0
cb170633-44d3-4b54-873f-e55ebff49804,402cccc9-28de-45b3-9af7-cc5302aa1f93,Kyaw Kyaw,kyaw.kyaw694@outlook.com,2023-07-12 13:38:30.468549+00:00,mobile,266.0,False,us,False,0.197,standard,263,0.522,0,0.223,0,0,0.0,0
eb57d660-e0cf-4416-885e-12de9bd9ea54,70a93d26-8e3a-4179-900c-a4a7a74d08e5,Po Wai,po.wai437@outlook.com,2025-01-29 23:43:53.468549+00:00,mobile,317.74,True,us,False,0.496,enhanced,257,0.744,0,0.257,0,0,0.25,0
ba492bce-d818-4649-9c43-0ab5e0987c42,402cccc9-28de-45b3-9af7-cc5302aa1f93,Thet Oo,thet.oo935@gmail.com,2022-11-27 06:04:11.468549+00:00,mobile,386.87,False,us,False,0.49,standard,263,0.522,0,0.223,0,0,0.0,0
9a5f1155-c569-4133-842e-5c095ee08073,402cccc9-28de-45b3-9af7-cc5302aa1f93,Ei Wai,ei.wai267@mail.com,2025-05-25 20:05:13.468549+00:00,mobile,90.01,False,us,False,0.207,standard,263,0.522,0,0.223,0,0,0.25,0
5556e1d7-fa71-41b8-bf03-cc489766a66c,d71c91b4-fee8-4104-9856-a5c6109a62e3,Phu Hlaing,phu.hlaing872@ymail.com,2023-05-17 13:26:45.468549+00:00,web,9998.8,False,us,False,0.256,standard,298,0.336,0,0.166,0,0,0.0,0
82c6a638-21fe-422c-a5b0-454865eb431e,d71c91b4-fee8-4104-9856-a5c6109a62e3,Shwe Swe,shwe.swe996@ymail.com,2024-08-08 10:52:41.468549+00:00,web,189.46,False,uk,True,0.473,standard,298,0.336,0,0.166,0,0,0.0,0
synth-0091,cust_synth-0091,Zin Myo,zin.myo571@mail.com,2024-02-15 02:52:40.468549+00:00,mobile,368.3108003423962,False,us,False,0.20036677509262113,standard,1174,0.7590222243603255,0,0.3580321950358549,2,4,0.07168407245306725,1
0b46cde6-f7bb-48aa-9113-22c1b4f40ee7,af8ca4c4-8703-4c55-b66c-2b76cd70040d,Po Nyunt,po.nyunt194@mail.com,2025-08-08 12:48:00.468549+00:00,web,156.83,False,us,False,0.329,standard,1018,0.934,0,0.087,7,7,0.0,0
5cc8ebd8-1a6e-45d2-8f72-64277f6eace0,d71c91b4-fee8-4104-9856-a5c6109a62e3,San Aung,san.aung823@outlook.com,2023-04-23 03:55:12.468549+00:00,atm,9990.8,False,us,False,0.163,standard,298,0.336,0,0.166,0,0,0.0,0
65e64736-0e18-46ef-9f1b-811c67280700,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,Han Myo,han.myo350@gmail.com,2024-02-28 09:54:06.468549+00:00,atm,210.82,True,us,False,0.471,enhanced,367,0.789,0,0.176,0,0,0.0,0
d6a4f0d8-d09e-46fb-843b-4b85d1f6c90b,d71c91b4-fee8-4104-9856-a5c6109a62e3,Maung Min,maung.min518@mail.com,2024-07-22 13:23:27.468549+00:00,mobile,92.9,True,us,False,0.214,standard,298,0.186,0,0.166,0,0,0.0,0
09774403-a908-4657-8cd5-03207ea65851,d71c91b4-fee8-4104-9856-a5c6109a62e3,Po Aung,po.aung320@mail.com,2023-03-04 05:26:49.468549+00:00,mobile,70.97,False,us,False,0.147,standard,298,0.336,0,0.166,0,0,0.1,0
6a9b248c-6330-44b5-a394-185fde9c386e,70a93d26-8e3a-4179-900c-a4a7a74d08e5,May Min,may.min610@protonmail.com,2025-09-23 22:26:44.468549+00:00,mobile,68.76,False,us,False,0.359,enhanced,257,0.894,0,0.257,0,0,0.0,0
417bf09c-042b-4750-b43d-68067153d8d2,67c2c6b3-ef0a-4777-a3f1-c84a851bb6ad,Aye Hlaing,aye.hlaing567@protonmail.com,2025-07-09 18:41:52.468549+00:00,mobile,384.28,True,ca,False,0.267,standard,947,0.475,0,0.268,0,0,0.0,0
1955059f-1492-4305-9723-2315ed9c91d4,d71c91b4-fee8-4104-9856-a5c6109a62e3,Nyo Mya,nyo.mya562@protonmail.com,2024-02-25 09:37:36.468549+00:00,web,831.22,False,us,False,0.037,standard,298,0.336,0,0.166,0,0,0.25,0
4e3fa36f-67e8-41da-8aee-1af40fb6d4a6,d71c91b4-fee8-4104-9856-a5c6109a62e3,Myo Mya,myo.mya640@protonmail.com,2022-11-30 09:49:33.468549+00:00,mobile,46.82,False,us,False,0.692,standard,298,0.336,0,0.166,0,0,0.2,0
8fcdb220-d40d-43a3-8d56-9d01ed60d9eb,af8ca4c4-8703-4c55-b66c-2b76cd70040d,Aye Hlaing,aye.hlaing140@outlook.com,2024-06-11 23:45:00.468549+00:00,web,293.1,False,us,False,0.421,standard,1018,0.934,0,0.087,0,2,0.1,0
c62c4c50-8e28-424d-9a72-816296b9804d,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,Thuzar Win,thuzar.win279@ymail.com,2025-02-10 09:55:51.468549+00:00,mobile,85.61,False,uk,False,0.368,standard,4,0.892,0,0.407,0,0,0.0,0
5fe47042-49b5-4efb-a745-a03785e8354e,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,Thein Chit,thein.chit868@outlook.com,2024-11-20 16:00:35.468549+00:00,web,145.64,False,uk,False,0.098,standard,4,0.892,0,0.407,0,0,0.0,0
064d024d-70cd-4463-b1bb-da05f8032237,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,Wai Wai,wai.wai519@mail.com,2024-08-08 06:23:13.468549+00:00,web,276.9,True,us,False,0.665,enhanced,367,0.789,0,0.176,0,0,0.1,0
2dda41eb-b357-40a4-aad9-3dfca42ec76a,7bd5200c-5d19-44f0-9afe-8b339a05366b,Han Myo,han.myo269@gmail.com,2025-09-01 07:19:33.468549+00:00,mobile,190.25,False,us,False,0.146,standard,147,0.551,0,0.391,0,0,0.0,0
noise-0150,cust_noise-0150,Htun Mya,htun.mya422@ymail.com,2024-04-22 04:00:09.468549+00:00,web,2972.835043564949,True,us,False,0.969,standard,147,0.551,0,0.5084221348150525,3,0,0.25,0
afa91ce9-662a-49cb-aa93-bfb66c351733,d71c91b4-fee8-4104-9856-a5c6109a62e3,Min Htet,min.htet741@protonmail.com,2023-10-29 00:06:28.468549+00:00,mobile,144.97,False,us,False,0.369,standard,298,0.336,0,0.166,0,0,0.0,0
37a5241a-e2ec-4a00-a228-0097115a85cf,140d2232-ee97-4934-81aa-9e5c323d7c6f,Shwe Lwin,shwe.lwin827@outlook.com,2023-03-17 09:44:29.468549+00:00,web,48.99,False,ca,False,0.136,low,824,0.607,0,0.282,0,0,0.0,0
894ccacb-df71-4881-a04f-6b0f80d1ce54,d71c91b4-fee8-4104-9856-a5c6109a62e3,Ri Myint,ri.myint261@ymail.com,2023-06-09 16:43:02.468549+00:00,web,127.03,False,us,False,0.211,standard,298,0.336,0,0.166,0,0,0.1,1
99a53933-5876-47df-ad3e-7976b48c01b4,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,Chan Myae Kyaw,chanmyae.kyaw140@gmail.com,2025-08-06 15:30:28.468549+00:00,mobile,0.0,False,ca,True,1.2,enhanced,367,-0.1,0,0.176,-1,0,0.0,0
b532f43e-f4d6-4c85-9f72-189290d31340,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,Sandar Thu,sandar.thu927@mail.com,2025-01-15 17:04:27.468549+00:00,web,154.56,True,us,False,0.341,enhanced,367,0.789,0,0.176,0,1,0.0,0
115799a9-17ae-4e36-a1f6-3e22f6919411,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,Po Hein,po.hein487@outlook.com,2023-10-17 20:06:56.468549+00:00,atm,214.07,False,us,False,0.464,enhanced,367,0.939,0,0.176,0,0,0.2,0
184ee654-94d0-4245-96dc-db026750e564,e2877c2a-0447-4875-9ca3-a8df7b780396,Khin Hlaing,khin.hlaing19@protonmail.com,2025-01-24 01:42:55.468549+00:00,web,59.45,True,uk,False,0.479,standard,882,0.672,0,0.039,0,0,0.0,0
f2ebae7c-c322-4f56-83f1-01d28eb3b1be,140d2232-ee97-4934-81aa-9e5c323d7c6f,Shwe Win,shwe.win967@gmail.com,2022-11-24 03:57:36.468549+00:00,mobile,222.13,False,ca,False,0.245,low,824,0.607,0,0.282,0,0,0.0,0
286e925e-3d87-4a9c-ab47-7fac81bbc215,66c71a44-d07c-4a20-a576-0a377193bf6b,Ri Naing,ri.naing865@mail.com,2024-03-22 15:14:15.468549+00:00,mobile,253.48,False,us,False,0.324,standard,34,0.427,0,0.068,0,0,0.0,0
5b05d956-7fad-445c-8b5d-849a28a36821,af8ca4c4-8703-4c55-b66c-2b76cd70040d,Min Htet,min.htet809@protonmail.com,2023-07-18 21:08:12.468549+00:00,mobile,50.53,False,us,False,0.131,standard,1018,0.934,0,0.087,0,0,0.0,0
ba0792d6-798d-4fec-8885-93984464d9ac,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,Su Pe,su.pe890@protonmail.com,2024-11-20 04:36:05.468549+00:00,mobile,120.39,False,uk,False,0.131,standard,4,0.892,0,0.407,0,0,0.0,0
90d34569-23ff-405f-9fbf-202c571f8e70,7795eb78-a695-44b8-932b-0217a5085912,Lin Nyunt,lin.nyunt392@mail.com,2023-10-21 20:20:05.468549+00:00,mobile,332.56,False,ca,False,0.533,low,615,0.515,0,0.355,0,0,0.0,0
760f3caa-7939-43bd-a7b0-eed0ad1c334b,af8ca4c4-8703-4c55-b66c-2b76cd70040d,Hla Hlaing,hla.hlaing649@outlook.com,2024-07-09 06:04:40.468549+00:00,atm,49.9,False,us,False,0.191,standard,1018,0.934,0,0.087,0,0,0.25,0
d0a36ac0-1871-4d73-af48-9f553995dbc4,7bd5200c-5d19-44f0-9afe-8b339a05366b,Nwe Hein,nwe.hein953@gmail.com,2025-05-24 05:46:03.468549+00:00,mobile,243.33,False,us,False,0.101,standard,147,0.551,0,0.391,0,0,0.1,0
3f7baf1c-8aea-46c4-b7d2-686b415f5142,d71c91b4-fee8-4104-9856-a5c6109a62e3,Ei Zaw Ni,ei.zawni527@ymail.com,2025-05-11 16:52:32.468549+00:00,web,182.05,False,us,False,0.629,standard,298,0.336,0,0.166,0,0,0.0,0
99892452-fa29-4701-8cdd-98aa6dddfebe,67c2c6b3-ef0a-4777-a3f1-c84a851bb6ad,Hein Wai,hein.wai568@ymail.com,2024-02-15 10:38:12.468549+00:00,mobile,77.04,False,ca,False,0.39,standard,947,0.625,0,0.268,0,0,0.0,0
696e4027-f247-4361-b0df-b75021945dca,70a93d26-8e3a-4179-900c-a4a7a74d08e5,Htet Min,htet.min623@gmail.com,2024-02-29 05:26:04.468549+00:00,mobile,233.57,False,us,False,0.151,enhanced,257,0.894,0,0.257,0,0,0.0,0
4b45a828-cf13-43f0-b88a-084f3c542873,0d012410-8776-48ae-80a8-49075f180e22,May Than,may.than744@outlook.com,2025-09-11 07:45:48.468549+00:00,atm,76.37,False,uk,False,0.52,low,454,0.71,0,0.238,6,6,0.05,0
032a64b8-62e1-45dd-8f3c-968ce87a643d,af8ca4c4-8703-4c55-b66c-2b76cd70040d,Htet Soe,htet.soe983@protonmail.com,2024-04-08 21:22:52.468549+00:00,atm,191.27,False,us,False,0.106,standard,1018,0.934,0,0.087,0,1,0.0,0
noise-0061,cust_noise-0061,Shwe Ko,shwe.ko572@ymail.com,2023-07-29 20:27:07.468549+00:00,atm,1326.177741828089,False,us,False,0.097,enhanced,367,0.939,0,0.5411983464059098,3,0,0.0,0
a52d972c-691d-4990-8feb-27aae64d4a81,d71c91b4-fee8-4104-9856-a5c6109a62e3,Thein Khaing,thein.khaing927@protonmail.com,2023-02-11 15:22:42.468549+00:00,web,231.44,False,us,False,0.254,standard,298,0.336,0,0.166,0,0,0.0,0
c15ff96f-9510-4e99-94a2-6734fe580385,66c71a44-d07c-4a20-a576-0a377193bf6b,Nu Aung,nu.aung266@mail.com,2023-08-04 05:28:51.468549+00:00,mobile,146.43,False,us,False,0.295,standard,34,0.427,0,0.068,0,0,0.25,0
60fccb94-5be5-4020-b29e-501a22e35698,7bd5200c-5d19-44f0-9afe-8b339a05366b,Cho Mya,cho.mya256@gmail.com,2023-06-02 07:48:01.468549+00:00,web,44.0,False,us,False,0.757,standard,147,0.551,0,0.391,0,0,0.0,0
d8d5c82e-a631-41c7-bcf5-c4b2040fa220,c6d6f094-e982-46d2-8c1b-12d3af4a4bb9,Min Chit,min.chit57@protonmail.com,2023-08-08 05:38:29.468549+00:00,web,97.37,False,ca,False,0.164,standard,172,0.881,0,0.199,0,0,0.0,0
6567b1db-3895-4409-85e5-413b4e6f67d8,70a93d26-8e3a-4179-900c-a4a7a74d08e5,Htet Myint,htet.myint687@protonmail.com,2025-09-20 18:39:55.468549+00:00,atm,46.42,False,uk,True,0.32,enhanced,257,0.894,0,0.257,0,0,0.0,0
5255709f-b99e-478b-ae4e-a7aa8a6bc248,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,Moe Ko,moe.ko367@gmail.com,2025-04-25 04:01:39.468549+00:00,mobile,63.91,False,uk,False,0.244,standard,4,0.892,0,0.407,0,0,0.0,0
67d932cd-b772-4f7c-9479-572fa74d5d5b,402cccc9-28de-45b3-9af7-cc5302aa1f93,Hnin Yin Hlaing,hninyin.hlaing784@outlook.com,2025-08-28 18:28:59.468549+00:00,web,403.05,False,us,False,0.39,standard,263,0.522,0,0.223,8,8,0.0,0
noise-0090,cust_noise-0090,Cho Zaw Ni,cho.zawni751@mail.com,2024-01-18 10:13:17.468549+00:00,web,1619.3946741122809,False,us,False,0.535,enhanced,367,0.939,0,0.4941072294436242,7,0,0.0,0
